Date,Entry time,SPX price at entry,VIX at entry,Short strike,Long strike,Credit received,Contracts,Exit time,Exit price,PnL per contract,Total PnL,Win/Loss,Exit reason,Notes,Expiry,DTE,Short symbol,Long symbol
2025-01-06,09:45:00,5995.68,16.07,5885.0,5860.0,1.35,10,10:54:00,0.68,67.0,670.0,Win,profit_target,mark<=target,2025-01-08,2,SPXW  250108P05885000,SPXW  250108P05860000
2025-01-13,09:45:00,5788.79,21.08,5640.0,5615.0,1.8,10,10:47:00,0.9,90.0,900.0,Win,profit_target,mark<=target,2025-01-15,2,SPXW  250115P05640000,SPXW  250115P05615000
2025-01-15,09:45:00,5932.05,16.83,5825.0,5800.0,2.1,10,13:55:00,1.05,105.0,1050.0,Win,profit_target,mark<=target,2025-01-17,2,SPXW  250117P05825000,SPXW  250117P05800000
2025-01-27,09:45:00,5994.91,19.32,5875.0,5850.0,2.05,10,16:00:00,0.0,205.0,2050.0,Win,expiry,distance safe,2025-01-29,2,SPXW  250129P05875000,SPXW  250129P05850000
2025-01-29,09:45:00,6048.08,16.93,5920.0,5895.0,2.0,10,16:00:00,0.0,200.0,2000.0,Win,expiry,distance safe,2025-01-31,2,SPXW  250131P05920000,SPXW  250131P05895000
2025-02-03,09:45:00,5954.66,19.17,5795.0,5770.0,1.32,10,10:11:00,2.8,-148.0,-1480.0,Loss,stop_loss,mark>=stop,2025-02-05,2,SPXW  250205P05795000,SPXW  250205P05770000
2025-02-05,09:45:00,6029.04,16.73,5915.0,5890.0,2.05,10,13:40:00,1.02,103.0,1030.0,Win,profit_target,mark<=target,2025-02-07,2,SPXW  250207P05915000,SPXW  250207P05890000
2025-02-10,09:45:00,6049.13,16.36,5935.0,5910.0,1.95,10,13:04:00,0.97,98.0,980.0,Win,profit_target,mark<=target,2025-02-12,2,SPXW  250212P05935000,SPXW  250212P05910000
2025-02-12,09:45:00,6024.5,16.44,5915.0,5890.0,1.6,10,11:57:00,0.8,80.0,800.0,Win,profit_target,mark<=target,2025-02-14,2,SPXW  250214P05915000,SPXW  250214P05890000
2025-02-24,09:45:00,6023.4,18.33,5910.0,5885.0,1.75,10,10:02:00,3.5,-175.0,-1750.0,Loss,stop_loss,mark>=stop,2025-02-26,2,SPXW  250226P05910000,SPXW  250226P05885000
2025-02-26,09:45:00,5972.08,19.3,5830.0,5805.0,1.95,10,10:20:00,0.97,98.0,980.0,Win,profit_target,mark<=target,2025-02-28,2,SPXW  250228P05830000,SPXW  250228P05805000
2025-03-03,09:45:00,5960.58,19.92,5815.0,5790.0,1.95,10,13:08:00,4.0,-205.0,-2050.0,Loss,stop_loss,mark>=stop,2025-03-05,2,SPXW  250305P05815000,SPXW  250305P05790000
2025-03-05,09:45:00,5797.42,23.78,5605.0,5580.0,2.05,10,14:04:00,1.02,103.0,1030.0,Win,profit_target,mark<=target,2025-03-07,2,SPXW  250307P05605000,SPXW  250307P05580000
2025-03-10,09:45:00,5700.02,26.17,5490.0,5465.0,2.0,10,13:12:00,4.1,-210.0,-2100.0,Loss,stop_loss,mark>=stop,2025-03-12,2,SPXW  250312P05490000,SPXW  250312P05465000
2025-03-12,09:45:00,5613.91,25.72,5425.0,5400.0,2.0,10,14:49:00,1.0,100.0,1000.0,Win,profit_target,mark<=target,2025-03-14,2,SPXW  250314P05425000,SPXW  250314P05400000
2025-03-17,09:45:00,5665.94,21.14,5505.0,5480.0,2.0,10,13:51:00,1.0,100.0,1000.0,Win,profit_target,mark<=target,2025-03-19,2,SPXW  250319P05505000,SPXW  250319P05480000
2025-03-19,09:45:00,5625.3,21.67,5465.0,5440.0,2.0,10,11:43:00,1.0,100.0,1000.0,Win,profit_target,mark<=target,2025-03-21,2,SPXW  250321P05465000,SPXW  250321P05440000
2025-03-24,09:45:00,5745.24,18.71,5630.0,5605.0,2.0,10,11:54:00,1.0,100.0,1000.0,Win,profit_target,mark<=target,2025-03-26,2,SPXW  250326P05630000,SPXW  250326P05605000
2025-03-26,09:45:00,5778.91,17.14,5670.0,5645.0,1.7,10,11:28:00,3.4,-170.0,-1700.0,Loss,stop_loss,mark>=stop,2025-03-28,2,SPXW  250328P05670000,SPXW  250328P05645000
2025-03-31,09:45:00,5493.52,24.65,5325.0,5300.0,2.0,10,10:09:00,1.0,100.0,1000.0,Win,profit_target,mark<=target,2025-04-02,2,SPXW  250402P05325000,SPXW  250402P05300000
2025-04-02,09:45:00,5610.5,22.81,5400.0,5375.0,2.05,10,11:34:00,1.02,103.0,1030.0,Win,profit_target,mark<=target,2025-04-04,2,SPXW  250404P05400000,SPXW  250404P05375000
2025-04-23,09:45:00,5446.43,28.1,5305.0,5280.0,1.57,10,10:12:00,0.79,78.0,780.0,Win,profit_target,mark<=target,2025-04-23,0,SPXW  250423P05305000,SPXW  250423P05280000
2025-04-28,09:45:00,5549.5,24.79,5395.0,5370.0,2.1,10,11:26:00,4.25,-215.0,-2150.0,Loss,stop_loss,mark>=stop,2025-04-30,2,SPXW  250430P05395000,SPXW  250430P05370000
2025-04-30,09:45:00,5453.46,27.81,5245.0,5220.0,2.0,10,10:27:00,1.0,100.0,1000.0,Win,profit_target,mark<=target,2025-05-02,2,SPXW  250502P05245000,SPXW  250502P05220000
2025-05-05,09:45:00,5642.4,24.16,5490.0,5465.0,2.05,10,11:20:00,1.02,103.0,1030.0,Win,profit_target,mark<=target,2025-05-07,2,SPXW  250507P05490000,SPXW  250507P05465000
2025-05-07,09:45:00,5628.09,24.82,5465.0,5440.0,2.0,10,15:44:00,1.0,100.0,1000.0,Win,profit_target,mark<=target,2025-05-09,2,SPXW  250509P05465000,SPXW  250509P05440000
2025-05-12,09:45:00,5803.13,19.2,5685.0,5660.0,2.0,10,13:32:00,1.0,100.0,1000.0,Win,profit_target,mark<=target,2025-05-14,2,SPXW  250514P05685000,SPXW  250514P05660000
2025-05-14,09:45:00,5893.55,18.32,5785.0,5760.0,2.05,10,16:00:00,0.0,205.0,2050.0,Win,expiry,distance safe,2025-05-16,2,SPXW  250516P05785000,SPXW  250516P05760000
2025-05-19,09:45:00,5918.27,18.84,5805.0,5780.0,2.05,10,11:39:00,1.02,103.0,1030.0,Win,profit_target,mark<=target,2025-05-21,2,SPXW  250521P05805000,SPXW  250521P05780000
2025-05-21,09:45:00,5910.77,18.71,5795.0,5770.0,1.95,10,11:54:00,0.97,98.0,980.0,Win,profit_target,mark<=target,2025-05-23,2,SPXW  250523P05795000,SPXW  250523P05770000
2025-06-02,09:45:00,5902.26,18.96,5795.0,5770.0,1.57,10,09:53:00,3.3,-173.0,-1730.0,Loss,stop_loss,mark>=stop,2025-06-04,2,SPXW  250604P05795000,SPXW  250604P05770000
2025-06-04,09:45:00,5984.74,17.67,5875.0,5850.0,2.1,10,16:00:00,0.0,210.0,2100.0,Win,expiry,distance safe,2025-06-06,2,SPXW  250606P05875000,SPXW  250606P05850000
2025-06-09,09:45:00,6001.35,17.38,5890.0,5865.0,1.73,10,14:57:00,0.86,87.0,870.0,Win,profit_target,mark<=target,2025-06-11,2,SPXW  250611P05890000,SPXW  250611P05865000
2025-06-11,09:45:00,6041.91,16.64,5930.0,5905.0,1.4,10,14:16:00,2.8,-140.0,-1400.0,Loss,stop_loss,mark>=stop,2025-06-13,2,SPXW  250613P05930000,SPXW  250613P05905000
2025-06-16,09:45:00,6020.38,19.42,5910.0,5885.0,1.95,10,10:25:00,0.97,98.0,980.0,Win,profit_target,mark<=target,2025-06-18,2,SPXW  250618P05910000,SPXW  250618P05885000
2025-06-18,09:45:00,5988.09,20.61,5835.0,5810.0,1.6,10,11:00:00,0.8,80.0,800.0,Win,profit_target,mark<=target,2025-06-20,2,SPXW  250620P05835000,SPXW  250620P05810000
2025-06-25,09:45:00,6106.48,16.97,5995.0,5970.0,1.05,10,16:00:00,0.0,105.0,1050.0,Win,expiry,distance safe,2025-06-27,2,SPXW  250627P05995000,SPXW  250627P05970000
2025-06-30,09:45:00,6186.49,17.28,6075.0,6050.0,1.0,10,15:14:00,0.5,50.0,500.0,Win,profit_target,mark<=target,2025-07-02,2,SPXW  250702P06075000,SPXW  250702P06050000
2025-07-07,09:45:00,6256.8,17.58,6140.0,6115.0,1.25,10,12:22:00,2.9,-165.0,-1650.0,Loss,stop_loss,mark>=stop,2025-07-09,2,SPXW  250709P06140000,SPXW  250709P06115000
2025-07-14,09:45:00,6240.48,17.37,6125.0,6100.0,1.15,10,11:02:00,0.57,58.0,580.0,Win,profit_target,mark<=target,2025-07-16,2,SPXW  250716P06125000,SPXW  250716P06100000
2025-07-16,09:45:00,6252.76,16.93,6140.0,6115.0,1.15,10,11:20:00,2.75,-160.0,-1600.0,Loss,stop_loss,mark>=stop,2025-07-18,2,SPXW  250718P06140000,SPXW  250718P06115000
2025-07-30,09:45:00,6380.56,15.86,6265.0,6240.0,2.0,10,15:06:00,4.0,-200.0,-2000.0,Loss,stop_loss,mark>=stop,2025-08-01,2,SPXW  250801P06265000,SPXW  250801P06240000
2025-08-04,09:45:00,6297.76,18.16,6180.0,6155.0,1.65,10,11:58:00,0.82,83.0,830.0,Win,profit_target,mark<=target,2025-08-06,2,SPXW  250806P06180000,SPXW  250806P06155000
2025-08-06,09:45:00,6308.82,17.71,6195.0,6170.0,1.6,10,11:18:00,0.8,80.0,800.0,Win,profit_target,mark<=target,2025-08-08,2,SPXW  250808P06195000,SPXW  250808P06170000
2025-08-11,09:45:00,6394.47,15.93,6275.0,6250.0,1.35,10,16:00:00,0.0,135.0,1350.0,Win,expiry,distance safe,2025-08-13,2,SPXW  250813P06275000,SPXW  250813P06250000
2025-08-22,09:45:00,6408.4,16.2,6290.0,6265.0,1.02,10,10:01:00,0.51,51.0,510.0,Win,profit_target,mark<=target,2025-08-22,0,SPXW  250822P06290000,SPXW  250822P06265000
2025-08-27,09:45:00,6467.99,14.84,6350.0,6325.0,1.38,10,16:00:00,0.0,138.0,1380.0,Win,expiry,distance safe,2025-08-29,2,SPXW  250829P06350000,SPXW  250829P06325000
2025-09-03,09:45:00,6442.48,17.03,6325.0,6300.0,1.95,10,16:00:00,0.0,195.0,1950.0,Win,expiry,distance safe,2025-09-05,2,SPXW  250905P06325000,SPXW  250905P06300000
2025-09-17,09:45:00,6605.61,16.14,6485.0,6460.0,2.0,10,15:28:00,1.0,100.0,1000.0,Win,profit_target,mark<=target,2025-09-19,2,SPXW  250919P06485000,SPXW  250919P06460000
2025-10-01,09:45:00,6678.11,16.46,6555.0,6530.0,1.1,10,11:33:00,0.55,55.0,550.0,Win,profit_target,mark<=target,2025-10-03,2,SPXW  251003P06555000,SPXW  251003P06530000
2025-10-13,09:45:00,6634.09,20.28,6465.0,6440.0,1.55,10,12:16:00,0.78,77.0,770.0,Win,profit_target,mark<=target,2025-10-15,2,SPXW  251015P06465000,SPXW  251015P06440000
2025-10-15,09:45:00,6692.99,19.6,6570.0,6545.0,2.0,10,13:09:00,4.4,-240.0,-2400.0,Loss,stop_loss,mark>=stop,2025-10-17,2,SPXW  251017P06570000,SPXW  251017P06545000
2025-10-20,09:45:00,6709.6,19.53,6585.0,6560.0,1.65,10,10:46:00,0.82,83.0,830.0,Win,profit_target,mark<=target,2025-10-22,2,SPXW  251022P06585000,SPXW  251022P06560000
2025-10-22,09:45:00,6740.24,18.48,6615.0,6590.0,1.45,10,11:30:00,2.9,-145.0,-1450.0,Loss,stop_loss,mark>=stop,2025-10-24,2,SPXW  251024P06615000,SPXW  251024P06590000
2025-10-29,09:45:00,6915.77,16.7,6770.0,6745.0,2.05,10,16:00:00,0.0,205.0,2050.0,Win,expiry,distance safe,2025-10-31,2,SPXW  251031P06770000,SPXW  251031P06745000
2025-11-03,09:45:00,6852.89,17.86,6725.0,6700.0,1.4,10,16:00:00,0.0,140.0,1400.0,Win,expiry,distance safe,2025-11-05,2,SPXW  251105P06725000,SPXW  251105P06700000
2025-11-05,09:45:00,6765.75,19.02,6630.0,6605.0,2.05,10,10:06:00,1.02,103.0,1030.0,Win,profit_target,mark<=target,2025-11-07,2,SPXW  251107P06630000,SPXW  251107P06605000
2025-11-10,09:45:00,6808.36,17.95,6685.0,6660.0,1.6,10,13:37:00,0.8,80.0,800.0,Win,profit_target,mark<=target,2025-11-12,2,SPXW  251112P06685000,SPXW  251112P06660000
2025-11-12,09:45:00,6861.54,17.42,6735.0,6710.0,1.12,10,11:12:00,2.25,-113.0,-1130.0,Loss,stop_loss,mark>=stop,2025-11-14,2,SPXW  251114P06735000,SPXW  251114P06710000
2025-11-17,09:45:00,6736.49,20.51,6565.0,6540.0,1.55,10,14:04:00,3.1,-155.0,-1550.0,Loss,stop_loss,mark>=stop,2025-11-19,2,SPXW  251119P06565000,SPXW  251119P06540000
2025-11-24,09:45:00,6643.86,22.37,6475.0,6450.0,1.95,10,10:49:00,0.97,98.0,980.0,Win,profit_target,mark<=target,2025-11-26,2,SPXW  251126P06475000,SPXW  251126P06450000
2025-12-01,09:45:00,6806.53,17.74,6680.0,6655.0,1.55,10,10:56:00,0.78,77.0,770.0,Win,profit_target,mark<=target,2025-12-03,2,SPXW  251203P06680000,SPXW  251203P06655000
2025-12-03,09:45:00,6822.35,16.84,6695.0,6670.0,1.65,10,11:03:00,0.82,83.0,830.0,Win,profit_target,mark<=target,2025-12-05,2,SPXW  251205P06695000,SPXW  251205P06670000
2025-12-08,09:45:00,6871.06,16.41,6745.0,6720.0,1.43,10,16:00:00,0.0,143.0,1430.0,Win,expiry,distance safe,2025-12-10,2,SPXW  251210P06745000,SPXW  251210P06720000
2025-12-10,09:45:00,6838.65,17.38,6700.0,6675.0,2.0,10,14:34:00,1.0,100.0,1000.0,Win,profit_target,mark<=target,2025-12-12,2,SPXW  251212P06700000,SPXW  251212P06675000
2025-12-15,09:45:00,6844.19,16.31,6720.0,6695.0,1.6,10,10:25:00,3.3,-170.0,-1700.0,Loss,stop_loss,mark>=stop,2025-12-17,2,SPXW  251217P06720000,SPXW  251217P06695000
2025-12-17,09:45:00,6793.83,16.64,6670.0,6645.0,2.0,10,10:56:00,4.0,-200.0,-2000.0,Loss,stop_loss,mark>=stop,2025-12-19,2,SPXW  251219P06670000,SPXW  251219P06645000
2026-01-12,09:45:00,6953.11,15.53,6825.0,6800.0,1.05,10,11:15:00,0.53,52.0,520.0,Win,profit_target,mark<=target,2026-01-14,2,SPXW  260114P06825000,SPXW  260114P06800000
2026-01-14,09:45:00,6919.79,17.63,6795.0,6770.0,1.9,10,15:08:00,0.95,95.0,950.0,Win,profit_target,mark<=target,2026-01-16,2,SPXW  260116P06795000,SPXW  260116P06770000
2026-01-21,09:45:00,6823.5,18.79,6690.0,6665.0,2.0,10,10:17:00,1.0,100.0,1000.0,Win,profit_target,mark<=target,2026-01-23,2,SPXW  260123P06690000,SPXW  260123P06665000
2026-01-26,09:45:00,6945.5,16.09,6820.0,6795.0,1.2,10,14:30:00,0.6,60.0,600.0,Win,profit_target,mark<=target,2026-01-28,2,SPXW  260128P06820000,SPXW  260128P06795000
2026-01-28,09:45:00,7000.48,16.47,6870.0,6845.0,1.7,10,16:00:00,0.0,170.0,1700.0,Win,expiry,distance safe,2026-01-30,2,SPXW  260130P06870000,SPXW  260130P06845000
2026-02-02,09:45:00,6948.28,17.47,6820.0,6795.0,1.65,10,10:20:00,0.82,83.0,830.0,Win,profit_target,mark<=target,2026-02-04,2,SPXW  260204P06820000,SPXW  260204P06795000
2026-02-04,09:45:00,6929.02,17.96,6780.0,6755.0,2.05,10,11:45:00,4.1,-205.0,-2050.0,Loss,stop_loss,mark>=stop,2026-02-06,2,SPXW  260206P06780000,SPXW  260206P06755000
2026-02-09,09:45:00,6934.58,18.07,6800.0,6775.0,1.95,10,10:57:00,0.97,98.0,980.0,Win,profit_target,mark<=target,2026-02-11,2,SPXW  260211P06800000,SPXW  260211P06775000
2026-02-11,09:45:00,6975.92,17.1,6850.0,6825.0,1.65,10,10:12:00,3.35,-170.0,-1700.0,Loss,stop_loss,mark>=stop,2026-02-13,2,SPXW  260213P06850000,SPXW  260213P06825000
2026-02-23,09:45:00,6892.83,20.02,6720.0,6695.0,1.45,10,10:59:00,2.9,-145.0,-1450.0,Loss,stop_loss,mark>=stop,2026-02-25,2,SPXW  260225P06720000,SPXW  260225P06695000
2026-02-25,09:45:00,6926.12,18.77,6780.0,6755.0,2.0,10,16:00:00,0.0,200.0,2000.0,Win,expiry,distance safe,2026-02-27,2,SPXW  260227P06780000,SPXW  260227P06755000
2026-03-02,09:45:00,6835.28,22.08,6660.0,6635.0,2.1,10,11:08:00,1.05,105.0,1050.0,Win,profit_target,mark<=target,2026-03-04,2,SPXW  260304P06660000,SPXW  260304P06635000
2026-03-04,09:45:00,6816.58,23.02,6625.0,6600.0,2.0,10,10:19:00,1.0,100.0,1000.0,Win,profit_target,mark<=target,2026-03-06,2,SPXW  260306P06625000,SPXW  260306P06600000
2026-03-11,09:45:00,6785.76,24.92,6595.0,6570.0,2.0,10,16:00:00,0.0,200.0,2000.0,Win,expiry,distance safe,2026-03-13,2,SPXW  260313P06595000,SPXW  260313P06570000
2026-03-16,09:45:00,6705.54,24.44,6520.0,6495.0,2.0,10,16:00:00,0.0,200.0,2000.0,Win,expiry,distance safe,2026-03-18,2,SPXW  260318P06520000,SPXW  260318P06495000
2026-03-18,09:45:00,6696.17,23.06,6515.0,6490.0,2.0,10,15:46:00,4.55,-255.0,-2550.0,Loss,stop_loss,mark>=stop,2026-03-20,2,SPXW  260320P06515000,SPXW  260320P06490000
2026-03-23,09:45:00,6606.55,24.64,6410.0,6385.0,2.0,10,11:03:00,1.0,100.0,1000.0,Win,profit_target,mark<=target,2026-03-25,2,SPXW  260325P06410000,SPXW  260325P06385000
2026-03-25,09:45:00,6614.82,25.46,6435.0,6410.0,2.0,10,16:00:00,0.0,200.0,2000.0,Win,expiry,distance safe,2026-03-27,2,SPXW  260327P06435000,SPXW  260327P06410000
2026-04-06,09:45:00,6592.07,24.82,6405.0,6380.0,2.05,10,16:00:00,0.0,205.0,2050.0,Win,expiry,distance safe,2026-04-08,2,SPXW  260408P06405000,SPXW  260408P06380000
2026-04-13,09:45:00,6793.04,20.69,6620.0,6595.0,1.25,10,10:32:00,0.62,63.0,630.0,Win,profit_target,mark<=target,2026-04-15,2,SPXW  260415P06620000,SPXW  260415P06595000
2026-04-15,09:45:00,6967.13,17.76,6840.0,6815.0,1.55,10,11:17:00,0.78,77.0,770.0,Win,profit_target,mark<=target,2026-04-17,2,SPXW  260417P06840000,SPXW  260417P06815000
2026-04-20,09:45:00,7111.34,18.92,6980.0,6955.0,2.05,10,16:00:00,0.0,205.0,2050.0,Win,expiry,distance safe,2026-04-22,2,SPXW  260422P06980000,SPXW  260422P06955000
2026-04-22,09:45:00,7110.89,19.11,6980.0,6955.0,1.9,10,15:21:00,0.95,95.0,950.0,Win,profit_target,mark<=target,2026-04-24,2,SPXW  260424P06980000,SPXW  260424P06955000
2026-04-27,09:45:00,7160.25,19.1,7030.0,7005.0,1.85,10,15:29:00,0.93,92.0,920.0,Win,profit_target,mark<=target,2026-04-29,2,SPXW  260429P07030000,SPXW  260429P07005000
2013-05-29,09:45:00,1647.35,15.24,1615.0,1590.0,1.08,10,14:16:00,0.54,54.0,540.0,Win,profit_target,mark<=target,2013-05-31,2,SPXW  130531P01615000,SPXW  130531P01590000
2013-06-05,09:45:00,1628.46,16.67,1595.0,1570.0,1.43,10,11:04:00,2.92,-149.0,-1490.0,Loss,stop_loss,mark>=stop,2013-06-07,2,SPXW  130607P01595000,SPXW  130607P01570000
2013-06-12,09:45:00,1634.23,16.61,1600.0,1575.0,1.12,10,10:58:00,2.33,-121.0,-1210.0,Loss,stop_loss,mark>=stop,2013-06-14,2,SPXW  130614P01600000,SPXW  130614P01575000
2013-07-03,09:45:00,1608.55,16.93,1575.0,1550.0,1.02,10,11:54:00,0.51,51.0,510.0,Win,profit_target,mark<=target,2013-07-05,2,SPXW  130705P01575000,SPXW  130705P01550000
2013-07-31,09:45:00,1690.58,13.47,1660.0,1635.0,1.17,10,14:53:00,0.58,59.0,590.0,Win,profit_target,mark<=target,2013-08-02,2,SPXW  130802P01660000,SPXW  130802P01635000
2013-12-04,09:45:00,1788.63,14.95,1755.0,1730.0,1.0,10,10:13:00,0.5,50.0,500.0,Win,profit_target,mark<=target,2013-12-06,2,SPXW  131206P01755000,SPXW  131206P01730000
2014-01-29,09:45:00,1782.22,17.42,1745.0,1720.0,1.8,10,15:45:00,1.6,20.0,200.0,Win,eod_force_close,within 50pt,2014-01-31,2,SPXW  140131P01745000,SPXW  140131P01720000
2014-02-05,09:45:00,1749.34,19.41,1710.0,1685.0,1.85,10,15:45:00,1.3,55.0,550.0,Win,eod_force_close,within 50pt,2014-02-07,2,SPXW  140207P01710000,SPXW  140207P01685000
2014-04-09,09:45:00,1855.04,14.69,1820.0,1795.0,1.03,10,12:24:00,0.52,51.0,510.0,Win,profit_target,mark<=target,2014-04-11,2,SPXW  140411P01820000,SPXW  140411P01795000
2014-04-30,09:45:00,1875.35,14.03,1840.0,1815.0,1.15,10,14:19:00,0.57,58.0,580.0,Win,profit_target,mark<=target,2014-05-02,2,SPXW  140502P01840000,SPXW  140502P01815000
2014-08-06,09:45:00,1917.19,16.61,1880.0,1855.0,1.33,10,11:00:00,0.67,66.0,660.0,Win,profit_target,mark<=target,2014-08-08,2,SPXW  140808P01880000,SPXW  140808P01855000
2014-10-01,09:45:00,1960.36,17.05,1925.0,1900.0,1.95,10,15:11:00,3.98,-203.0,-2030.0,Loss,stop_loss,mark>=stop,2014-10-03,2,SPXW  141003P01925000,SPXW  141003P01900000
2014-10-08,09:45:00,1939.61,16.96,1900.0,1875.0,1.25,10,11:01:00,2.5,-125.0,-1250.0,Loss,stop_loss,mark>=stop,2014-10-10,2,SPXW  141010P01900000,SPXW  141010P01875000
2014-10-22,09:45:00,1942.96,16.25,1905.0,1880.0,1.35,10,15:45:00,2.58,-123.0,-1230.0,Loss,eod_force_close,within 50pt,2014-10-24,2,SPXW  141024P01905000,SPXW  141024P01880000
2014-10-29,09:45:00,1989.23,14.34,1950.0,1925.0,1.0,10,13:37:00,2.05,-105.0,-1050.0,Loss,stop_loss,mark>=stop,2014-10-31,2,SPXW  141031P01950000,SPXW  141031P01925000
2014-11-05,09:45:00,2018.4,14.64,1980.0,1955.0,1.1,10,13:15:00,0.55,55.0,550.0,Win,profit_target,mark<=target,2014-11-07,2,SPXW  141107P01980000,SPXW  141107P01955000
2014-12-10,09:45:00,2051.07,15.74,2010.0,1985.0,1.0,10,13:50:00,2.2,-120.0,-1200.0,Loss,stop_loss,mark>=stop,2014-12-12,2,SPXW  141212P02010000,SPXW  141212P01985000
2015-01-07,09:45:00,2019.63,19.62,1980.0,1955.0,1.85,10,15:45:00,1.4,45.0,450.0,Win,eod_force_close,within 50pt,2015-01-09,2,SPXW  150109P01980000,SPXW  150109P01955000
2015-01-21,09:45:00,2024.09,20.35,1970.0,1945.0,1.75,10,10:51:00,0.88,87.0,870.0,Win,profit_target,mark<=target,2015-01-23,2,SPXW  150123P01970000,SPXW  150123P01945000
2015-01-28,09:45:00,2038.91,17.18,2000.0,1975.0,1.88,10,10:58:00,3.77,-189.0,-1890.0,Loss,stop_loss,mark>=stop,2015-01-30,2,SPXW  150130P02000000,SPXW  150130P01975000
2015-02-04,09:45:00,2041.78,17.71,2005.0,1980.0,1.8,10,11:31:00,0.9,90.0,900.0,Win,profit_target,mark<=target,2015-02-06,2,SPXW  150206P02005000,SPXW  150206P01980000
2015-02-11,09:45:00,2066.35,17.36,2025.0,2000.0,1.25,10,15:24:00,0.62,63.0,630.0,Win,profit_target,mark<=target,2015-02-13,2,SPXW  150213P02025000,SPXW  150213P02000000
2015-03-11,09:45:00,2049.64,16.43,2010.0,1985.0,1.45,10,15:45:00,1.58,-13.0,-130.0,Loss,eod_force_close,within 50pt,2015-03-13,2,SPXW  150313P02010000,SPXW  150313P01985000
